,BAD,LOAN,MORTDUE,VALUE,REASON,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,Missing_Self,JOB_Mgr,JOB_Missing,JOB_Office,JOB_Other,JOB_ProfExe,JOB_Sales,JOB_Self,"LOAN_BINS_(1011.2, 9980.0_","LOAN_BINS_(9980.0, 18860.0_","LOAN_BINS_(18860.0, 27740.0_","LOAN_BINS_(27740.0, 36620.0_","LOAN_BINS_(36620.0, 45500.0_","LOAN_BINS_(45500.0, 54380.0_","LOAN_BINS_(54380.0, 63260.0_","LOAN_BINS_(63260.0, 72140.0_","LOAN_BINS_(72140.0, 81020.0_","LOAN_BINS_(81020.0, 89900.0_",HomeImp_Office_False,HomeImp_Office_True
15,1,0.012387387387387387,0.05589365186785983,0.031473896373313645,1,0.23110539270530317,0.0,0.06666666666666667,0.2575398248602053,0.0,0.11267605633802817,0.16399132895658228,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
16,1,0.012387387387387387,0.2236400184156966,0.11156857634486719,1,0.17073170731707318,0.2,0.4,0.10520156594826689,0.058823529411764705,0.3098591549295775,0.16399132895658228,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
17,1,0.012387387387387387,0.05274889493241288,0.11059683143055454,2,0.21695456454852105,0.02545696877380046,0.029962825278810407,0.15387871158920982,0.06976794387479764,0.2999450169122087,0.01571502550750341,False,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18,1,0.013513513513513513,0.06573548317303458,0.03791680475145328,1,0.10975609756097561,0.0,0.0,0.046737229461150304,0.058823529411764705,0.22535211267605634,0.16399132895658228,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
19,0,0.013513513513513513,0.2523529071391014,0.1332135877788772,1,0.04878048780487805,0.0,0.0,0.07788899113367358,0.0,0.18309859154929578,0.15318489090969467,False,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20,1,0.013513513513513513,0.08946959271623976,0.04505200440141572,1,0.07317073170731708,0.0,0.06666666666666667,0.10465943691585655,0.058823529411764705,0.1971830985915493,0.16399132895658228,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
21,1,0.014639639639639641,0.12060017057161618,0.07712502167095761,1,0.12195121951219512,0.1,0.0,0.15387871158920982,0.058823529411764705,0.0,0.16399132895658228,False,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
22,1,0.014639639639639641,0.06525244850774993,0.03868339644938313,1,0.29268292682926833,0.0,0.0,0.057522743952184985,0.11764705882352941,0.3098591549295775,0.16399132895658228,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
23,1,0.014639639639639641,0.04009439302417438,0.11059683143055454,1,0.5365853658536586,0.02545696877380046,0.13333333333333333,0.10420290719624369,0.0,0.14084507042253522,0.16399132895658228,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
24,1,0.014639639639639641,0.1803777663157763,0.010826633518455402,1,0.23110539270530317,0.0,0.0,0.012468967811349239,0.1764705882352941,0.056338028169014086,0.16399132895658228,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
25,1,0.014639639639639641,0.08251842198612784,0.046550986013829315,1,0.29268292682926833,0.0,0.0,0.06033988612490648,0.058823529411764705,0.29577464788732394,0.18610157775080372,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
26,0,0.014639639639639641,0.24248843358399141,0.1287815083929997,1,0.0975609756097561,0.0,0.0,0.08030224262922903,0.0,0.18309859154929578,0.1437825622277459,False,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
27,1,0.015765765765765764,0.03254697637910171,0.014388336484221775,1,0.43902439024390244,0.0,0.0,0.11647214326318024,0.058823529411764705,0.26760563380281693,0.16399132895658228,False,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
28,1,0.015765765765765764,0.05799686530628675,0.03343519174817109,1,0.24390243902439024,0.1,0.13333333333333333,0.2370815870557824,0.0,0.1267605633802817,0.16399132895658228,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
29,0,0.015765765765765764,0.012996651462815137,0.043065942217855924,1,0.23110539270530317,0.0,0.0,0.1780465884234297,0.0,0.16901408450704225,0.16399132895658228,False,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
30,0,0.015765765765765764,0.17445853575085474,0.08326365211361125,1,0.1951219512195122,0.0,0.0,0.218905997815184,0.0,0.16901408450704225,0.16399132895658228,False,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
31,1,0.019144144144144143,0.12260023598256042,0.06498338854759178,1,0.6341463414634146,0.2,1.0,0.12466114500066663,0.1764705882352941,0.6338028169014085,0.16399132895658228,False,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
32,1,0.019144144144144143,0.004873115347168586,0.06232980190091154,1,0.3902439024390244,0.4,0.0,0.09641336895271864,0.11764705882352941,0.1267605633802817,0.16399132895658228,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
33,1,0.02027027027027027,0.19255220925464228,0.12383404351174476,0,0.14634146341463417,0.1,0.0,0.141524211308078,0.11764705882352941,0.36619718309859156,0.16399132895658228,False,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
34,0,0.02027027027027027,0.256325364099958,0.12325025444947513,1,0.024390243902439025,0.0,0.0,0.0822629420061887,0.0,0.18309859154929578,0.14560372462080506,False,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
35,0,0.02027027027027027,0.2573920656524616,0.132917565446292,1,0.04878048780487805,0.0,0.0,0.08691780558998322,0.0,0.18309859154929578,0.1449366363718388,False,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
36,1,0.02027027027027027,0.01430738615350942,0.07075759309076798,1,0.3902439024390244,0.30000000000000004,0.0,0.10460636198968148,0.11764705882352941,0.11267605633802817,0.17598137201679007,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
37,1,0.02027027027027027,0.15069423654106925,0.07420017950039451,0,0.04878048780487805,0.0,0.0,0.24207630109695816,0.1764705882352941,0.5211267605633803,0.2400634195461574,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
38,0,0.0213963963963964,0.257887679345488,0.13412878032902115,1,0.04878048780487805,0.0,0.0,0.07351643949420116,0.0,0.1971830985915493,0.1555088987584026,False,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
39,1,0.0213963963963964,0.012420531992241255,0.014506273668518675,1,0.07317073170731708,0.0,0.0,0.043484455249568406,0.29411764705882354,0.1267605633802817,0.16399132895658228,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
40,1,0.0213963963963964,0.1803777663157763,0.0009434974743751986,1,0.04878048780487805,0.0,0.06666666666666667,0.06656773890923749,0.0,0.04225352112676056,0.16399132895658228,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
41,1,0.0213963963963964,0.1803777663157763,0.029484296074224946,1,0.024390243902439025,0.0,0.06666666666666667,0.019944641876278427,0.058823529411764705,0.028169014084507043,0.16399132895658228,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
42,1,0.0213963963963964,0.2962688087912309,0.2187734768707491,1,0.1951219512195122,0.0,0.0,0.11130767238001885,0.0,0.38028169014084506,0.16399132895658228,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
43,1,0.0213963963963964,0.04512600412088949,0.025651337584575704,0,0.04878048780487805,0.0,0.0,0.1601277971554635,0.0,0.16901408450704225,0.16399132895658228,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
44,1,0.0213963963963964,0.1803777663157763,0.007665916979298488,1,0.07317073170731708,0.0,0.0,0.007960736886239887,0.8235294117647058,0.028169014084507043,0.16399132895658228,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
45,1,0.0213963963963964,0.1803777663157763,0.007194168242110888,1,0.024390243902439025,0.0,0.0,0.0891944928544297,0.0,0.26760563380281693,0.16399132895658228,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
46,1,0.0213963963963964,0.1130527539265435,0.08809907666978414,1,0.24390243902439024,0.0,0.06666666666666667,0.2244128874948845,0.29411764705882354,0.36619718309859156,0.16399132895658228,False,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
47,1,0.0213963963963964,0.08171084840510506,0.04469819284852502,1,0.20731707317073172,0.0,0.13333333333333333,0.053385443420195106,0.0,0.14084507042253522,0.16399132895658228,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
48,0,0.0213963963963964,0.14072661495847663,0.07489011202853135,1,0.24390243902439024,0.02545696877380046,0.13333333333333333,0.18141349506063487,0.0,0.35211267605633806,0.16399132895658228,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
49,0,0.0213963963963964,0.1130527539265435,0.0570815971996995,1,0.5121951219512195,0.0,0.0,0.17279649671636138,0.0,0.28169014084507044,0.16399132895658228,False,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
50,1,0.02252252252252252,0.09440811900766564,0.03314034878742884,1,0.03658536585365854,0.0,0.0,0.13110962721529876,0.058823529411764705,0.1971830985915493,0.16399132895658228,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
51,0,0.02252252252252252,0.1803777663157763,0.07359280300126547,2,0.21695456454852105,0.02545696877380046,0.029962825278810407,0.15387871158920982,0.06976794387479764,0.2999450169122087,0.16399132895658228,False,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
52,0,0.02364864864864865,0.16550226799870182,0.07850606609907432,1,0.24390243902439024,0.02545696877380046,0.06666666666666667,0.1766997704645381,0.0,0.35211267605633806,0.19523466130790654,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
53,1,0.02364864864864865,0.11708559022056066,0.06250670767735689,1,0.6829268292682927,0.0,0.26666666666666666,0.10445970516031595,0.058823529411764705,0.35211267605633806,0.16399132895658228,False,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
54,1,0.02364864864864865,0.06323980406906389,0.03872349509204408,1,0.23110539270530317,0.0,0.0,0.2551985955619365,0.0,0.09859154929577466,0.17273753931443214,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
55,1,0.02364864864864865,0.1306633927650464,0.06704728927278752,1,0.024390243902439025,0.0,0.0,0.10431703963042688,0.1764705882352941,0.29577464788732394,0.16399132895658228,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
56,0,0.02364864864864865,0.18315315972597845,0.0934840885047806,1,0.17073170731707318,0.0,0.0,0.2145386655618036,0.0,0.16901408450704225,0.2090141990669356,False,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
57,1,0.02364864864864865,0.05307343384815101,0.11059683143055454,1,0.4878048780487805,0.02545696877380046,0.13333333333333333,0.10084092067107127,0.0,0.1267605633802817,0.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
58,1,0.02477477477477478,0.31316244304845187,0.1492223811753384,1,0.21951219512195122,0.1,0.0,0.11898305668681121,0.0,0.5070422535211268,0.16399132895658228,False,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
59,1,0.02477477477477478,0.3231678017142699,0.18435586837738482,0,0.21951219512195122,0.0,0.4,0.16459820656227478,0.0,0.4647887323943662,0.17361047413792186,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
60,1,0.0259009009009009,0.08789469844296793,0.051892361090635906,1,0.04878048780487805,0.0,0.06666666666666667,0.15690348381088015,0.0,0.08450704225352113,0.16399132895658228,False,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
61,1,0.02702702702702703,0.05317658187563367,0.03616661693648729,1,0.2682926829268293,0.0,0.0,0.1389847647801812,0.0,0.1971830985915493,0.16399132895658228,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
62,1,0.02702702702702703,0.04361652079187495,0.01473507180605466,1,0.12195121951219512,0.0,0.0,0.08211828228859779,0.0,0.1267605633802817,0.16399132895658228,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
63,1,0.028153153153153157,0.1497432620437901,0.06345020515173208,1,0.24390243902439024,0.02545696877380046,0.029962825278810407,0.15387871158920982,0.06976794387479764,0.2999450169122087,0.16399132895658228,False,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
64,1,0.028153153153153157,0.10022214562991996,0.05247025329369072,1,0.07317073170731708,0.0,0.0,0.061660044484174864,0.11764705882352941,0.056338028169014086,0.16399132895658228,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
65,0,0.028153153153153157,0.2053828175512658,0.12241879730018199,1,0.14634146341463417,0.0,0.0,0.16497842536001056,0.058823529411764705,0.3943661971830986,0.16399132895658228,False,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
66,0,0.028153153153153157,0.1490967000178622,0.08076810129388884,1,0.21951219512195122,0.02545696877380046,0.13333333333333333,0.17334784920404697,0.0,0.35211267605633806,0.20214194794310889,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
67,0,0.028153153153153157,0.2481339012345058,0.12588968863403974,1,0.14634146341463417,0.0,0.0,0.07573010662939944,0.0,0.1971830985915493,0.1423609585761088,False,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
68,1,0.028153153153153157,0.11684407288791834,0.06250670767735689,0,0.3170731707317073,0.1,0.26666666666666666,0.08337373900212526,0.0,0.23943661971830987,0.16399132895658228,False,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
69,0,0.028153153153153157,0.12647960813812778,0.06603185011599122,1,0.4878048780487805,0.0,0.0,0.17485587272687983,0.0,0.28169014084507044,0.09836110011767937,False,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
70,1,0.02927927927927928,0.039734632830759245,0.01550166350398451,1,0.12195121951219512,0.0,0.0,0.1110371482822892,0.058823529411764705,0.1267605633802817,0.1287546276622254,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
71,1,0.030405405405405407,0.0429498323215602,0.10578021933957535,1,0.039024390243902446,0.1,0.4,0.21625241885310403,0.058823529411764705,0.35211267605633806,0.16399132895658228,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
72,0,0.030405405405405407,0.12356882111867809,0.06540678303921765,1,0.4878048780487805,0.0,0.0,0.17440992999981192,0.0,0.28169014084507044,0.09636949235435457,False,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
73,0,0.030405405405405407,0.1803777663157763,0.07688207107130601,2,0.21695456454852105,0.02545696877380046,0.029962825278810407,0.15387871158920982,0.06976794387479764,0.2999450169122087,0.1071537147202927,False,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
74,0,0.030405405405405407,0.02384983659842963,0.044869201765755526,1,0.23110539270530317,0.0,0.0,0.1751772920411056,0.0,0.15492957746478875,0.20538068651866628,False,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
75,1,0.031531531531531536,0.07002241582743586,0.04476895515910316,1,0.2682926829268293,0.0,0.0,0.12508050366009651,0.0,0.1971830985915493,0.11812544816049256,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
76,1,0.031531531531531536,0.03128907360492293,0.01661970801111912,1,0.08536585365853659,0.0,0.06666666666666667,0.12865578000019948,0.29411764705882354,0.11267605633802817,0.16399132895658228,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
77,0,0.031531531531531536,0.12770732124572626,0.06486545136329488,0,0.1951219512195122,0.0,0.26666666666666666,0.14694550166642112,0.058823529411764705,0.4366197183098592,0.16399132895658228,False,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
78,0,0.031531531531531536,0.25178181927962423,0.13060599663407277,1,0.04878048780487805,0.0,0.0,0.07299684620710849,0.0,0.18309859154929578,0.14211625781090656,False,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
79,1,0.031531531531531536,0.04814497077891856,0.03656052713203894,0,0.0975609756097561,0.0,0.06666666666666667,0.0741004791886903,0.11764705882352941,0.1971830985915493,0.16399132895658228,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
80,0,0.03265765765765766,0.2593820678412124,0.12356750547523376,1,0.024390243902439025,0.0,0.0,0.08108384944362028,0.0,0.18309859154929578,0.1423480617009452,False,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
81,0,0.03265765765765766,0.13202947517780456,0.06342307959934379,1,0.5121951219512195,0.0,0.0,0.17598080290692666,0.0,0.26760563380281693,0.10494753651782757,False,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
82,1,0.03265765765765766,0.1803777663157763,0.08563301014613597,1,0.03658536585365854,0.0,0.13333333333333333,0.10831167462139978,0.1764705882352941,0.16901408450704225,0.16399132895658228,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
83,1,0.03265765765765766,0.06165987818469535,0.028257749357537193,1,0.2682926829268293,0.0,0.0,0.10083180950498578,0.0,0.11267605633802817,0.20100826079995376,False,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
84,1,0.03265765765765766,0.03757858747581682,0.05190651355275153,1,0.5365853658536586,0.30000000000000004,0.06666666666666667,0.07304475422471148,0.058823529411764705,0.1267605633802817,0.16399132895658228,False,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
85,1,0.03265765765765766,0.06918213677428443,0.03443765781469474,0,0.14634146341463417,0.0,0.0,0.07886550807701591,0.058823529411764705,0.36619718309859156,0.16399132895658228,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
86,1,0.03265765765765766,0.09971898452024845,0.08105232990804437,1,0.012195121951219513,0.0,0.2,0.11652920947171191,0.0,0.2112676056338028,0.16399132895658228,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
87,1,0.03265765765765766,0.14072661495847663,0.07246060603201523,1,0.08536585365853659,0.0,0.06666666666666667,0.14437752202569856,0.0,0.2535211267605634,0.16399132895658228,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
88,1,0.03265765765765766,0.009149984779376431,0.01179371842968998,0,0.2105420202208576,0.0,0.0,0.010443117205605012,0.0,0.23943661971830987,0.16399132895658228,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
89,1,0.03265765765765766,0.10802114282982839,0.05938137229348905,1,0.08536585365853659,0.0,0.0,0.13867090059901738,0.1764705882352941,0.22535211267605634,0.16399132895658228,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
90,1,0.03265765765765766,0.012420531992241255,0.009458562180611363,1,0.43902439024390244,0.0,0.06666666666666667,0.07344421772466475,0.11764705882352941,0.323943661971831,0.16399132895658228,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
91,0,0.03265765765765766,0.16085305934533706,0.0837943694429473,1,0.04390243902439025,0.2,0.0,0.2388221065871966,0.058823529411764705,0.08450704225352113,0.16399132895658228,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
92,0,0.03265765765765766,0.1803777663157763,0.04453308079050936,1,0.0,0.0,0.0,0.15387871158920982,0.0,0.0,0.16399132895658228,False,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
93,0,0.03265765765765766,0.15078983715190683,0.08255602900782985,1,0.0975609756097561,0.0,0.0,0.09378832310346445,0.0,0.2112676056338028,0.16399132895658228,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
94,0,0.03265765765765766,0.15642524158022778,0.06603302948783418,1,0.12195121951219512,0.2,0.0,0.13721571213594128,0.058823529411764705,0.323943661971831,0.16399132895658228,False,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
95,1,0.03265765765765766,0.1809795037321975,0.10024660665236482,1,0.06341463414634146,0.1,0.2,0.15975686675720807,0.06976794387479764,0.1267605633802817,0.16399132895658228,False,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
96,1,0.03265765765765766,0.13317919831340394,0.0601479639914189,0,0.29268292682926833,0.2,0.0,0.1250606085031879,0.0,0.3098591549295775,0.16399132895658228,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
97,0,0.03265765765765766,0.1649412433614181,0.08573797424016022,1,0.2682926829268293,0.02545696877380046,0.06666666666666667,0.18176956302848157,0.0,0.35211267605633806,0.190367699969003,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
98,0,0.03265765765765766,0.1647097892509692,0.07532058275121506,1,0.24390243902439024,0.02545696877380046,0.13333333333333333,0.19498925217874213,0.0,0.35211267605633806,0.19055317021385,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
99,1,0.033783783783783786,0.1803777663157763,0.013128767355930885,1,0.0,0.0,0.0,0.08626241839205838,0.0,0.26760563380281693,0.1642921586936833,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
100,1,0.033783783783783786,0.14198451773265539,0.06722419504923288,1,0.1951219512195122,0.1,0.13333333333333333,0.054726499454224,0.11764705882352941,0.2112676056338028,0.16399132895658228,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
101,0,0.033783783783783786,0.14070648851408976,0.06580541072214119,0,0.17073170731707318,0.0,0.26666666666666666,0.14167118844154414,0.058823529411764705,0.4366197183098592,0.10727317571341907,False,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
102,0,0.034909909909909914,0.13706360208006801,0.060405067053186136,1,0.4634146341463415,0.0,0.0,0.18061679289323354,0.058823529411764705,0.28169014084507044,0.09124424124220448,False,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
103,1,0.034909909909909914,0.08235992623658131,0.04979897606936594,1,0.04878048780487805,0.1,0.0,0.08003536546918595,0.058823529411764705,0.07042253521126761,0.16399132895658228,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
104,0,0.034909909909909914,0.16512992877754493,0.08137665716486087,0,0.0975609756097561,0.0,0.0,0.11028045901262037,0.0,0.4366197183098592,0.16399132895658228,False,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
